"TYPE","VOCAB","CODE","STANDARD_CONCEPT_ID","STANDARD_VOCABULARY_ID","STANDARD_DOMAIN_ID"
"HysterecAbVag","CPT","58246",NA,NA,NA
"HysterecAbVag","CPT","58247",NA,NA,NA
"HysterecAbVag","CPT","58248",NA,NA,NA
"HysterecAbVag","CPT","58249",NA,NA,NA
"HysterecAbVag","CPT","58250",NA,NA,NA
"HysterecAbVag","CPT","58251",NA,NA,NA
"HysterecAbVag","CPT","58252",NA,NA,NA
"HysterecAbVag","CPT","58253",NA,NA,NA
"HysterecAbVag","CPT","58254",NA,NA,NA
"HysterecAbVag","CPT","58255",NA,NA,NA
"HysterecAbVag","CPT","58256",NA,NA,NA
"HysterecAbVag","CPT","58257",NA,NA,NA
"HysterecAbVag","CPT","58258",NA,NA,NA
"HysterecAbVag","CPT","58259",NA,NA,NA
"HysterecAbVag","CPT","58261",NA,NA,NA
"HysterecAbVag","CPT","58264",NA,NA,NA
"HysterecAbVag","CPT","58265",NA,NA,NA
"HysterecAbVag","CPT","58266",NA,NA,NA
"HysterecAbVag","CPT","58268",NA,NA,NA
"HysterecAbVag","CPT","58269",NA,NA,NA
"HysterecAbVag","CPT","58271",NA,NA,NA
"HysterecAbVag","CPT","58272",NA,NA,NA
"HysterecAbVag","CPT","58273",NA,NA,NA
"HysterecAbVag","CPT","58274",NA,NA,NA
"HysterecAbVag","CPT","58276",NA,NA,NA
"HysterecAbVag","CPT","58277",NA,NA,NA
"HysterecAbVag","CPT","58278",NA,NA,NA
"HysterecAbVag","CPT","58279",NA,NA,NA
"HysterecAbVag","CPT","58281",NA,NA,NA
"HysterecAbVag","CPT","58282",NA,NA,NA
"HysterecAbVag","CPT","58283",NA,NA,NA
"HysterecAbVag","CPT","58284",NA,NA,NA
"HysterecAbVag","CPT","58286",NA,NA,NA
"HysterecAbVag","CPT","58287",NA,NA,NA
"HysterecAbVag","CPT","58288",NA,NA,NA
"HysterecAbVag","CPT","58289",NA,NA,NA
"HysterecAbVag","CPT","58549",NA,NA,NA
"HysterecAbVag","CPT","58574",NA,NA,NA
"OophorectomyUniBi","CPT","58941",NA,NA,NA
"OophorectomyUniBi","CPT","58942",NA,NA,NA
"OophorectomyUniBi","CPT","58944",NA,NA,NA
"OophorectomyUniBi","CPT","58945",NA,NA,NA
"OophorectomyUniBi","CPT","58946",NA,NA,NA
"OophorectomyUniBi","CPT","58947",NA,NA,NA
"OophorectomyUniBi","CPT","58948",NA,NA,NA
"OophorectomyUniBi","CPT","58949",NA,NA,NA
"HysterecAbVag","CPT","58955",NA,NA,NA
"OophorectomyUniBi","CPT","58988",NA,NA,NA
"laminectomy","CPT","62381",NA,NA,NA
"laminectomy","CPT","62382",NA,NA,NA
"laminectomy","CPT","62383",NA,NA,NA
"laminectomy","CPT","62384",NA,NA,NA
"laminectomy","CPT","62385",NA,NA,NA
"laminectomy","CPT","62386",NA,NA,NA
"laminectomy","CPT","62387",NA,NA,NA
"laminectomy","CPT","62388",NA,NA,NA
"laminectomy","CPT","62389",NA,NA,NA
"laminectomy","CPT","62390",NA,NA,NA
"laminectomy","CPT","62391",NA,NA,NA
"laminectomy","CPT","62392",NA,NA,NA
"laminectomy","CPT","62393",NA,NA,NA
"laminectomy","CPT","62394",NA,NA,NA
"laminectomy","CPT","62395",NA,NA,NA
"laminectomy","CPT","62396",NA,NA,NA
"laminectomy","CPT","62397",NA,NA,NA
"laminectomy","CPT","62398",NA,NA,NA
"laminectomy","CPT","62399",NA,NA,NA
"laminectomy","CPT","62400",NA,NA,NA
"laminectomy","CPT","62401",NA,NA,NA
"laminectomy","CPT","62402",NA,NA,NA
"laminectomy","CPT","62403",NA,NA,NA
"laminectomy","CPT","62404",NA,NA,NA
"laminectomy","CPT","62405",NA,NA,NA
"laminectomy","CPT","62406",NA,NA,NA
"laminectomy","CPT","62407",NA,NA,NA
"laminectomy","CPT","62408",NA,NA,NA
"laminectomy","CPT","62409",NA,NA,NA
"laminectomy","CPT","62410",NA,NA,NA
"laminectomy","CPT","62411",NA,NA,NA
"laminectomy","CPT","62412",NA,NA,NA
"laminectomy","CPT","62413",NA,NA,NA
"laminectomy","CPT","62414",NA,NA,NA
"laminectomy","CPT","62415",NA,NA,NA
"laminectomy","CPT","62416",NA,NA,NA
"laminectomy","CPT","62417",NA,NA,NA
"laminectomy","CPT","62418",NA,NA,NA
"laminectomy","CPT","62419",NA,NA,NA
"laminectomy","CPT","62420",NA,NA,NA
"laminectomy","CPT","62421",NA,NA,NA
"laminectomy","CPT","62422",NA,NA,NA
"laminectomy","CPT","62423",NA,NA,NA
"laminectomy","CPT","62424",NA,NA,NA
"laminectomy","CPT","62425",NA,NA,NA
"laminectomy","CPT","62426",NA,NA,NA
"laminectomy","CPT","62427",NA,NA,NA
"laminectomy","CPT","62428",NA,NA,NA
"laminectomy","CPT","62429",NA,NA,NA
"laminectomy","CPT","62430",NA,NA,NA
"laminectomy","CPT","62431",NA,NA,NA
"laminectomy","CPT","62432",NA,NA,NA
"laminectomy","CPT","62433",NA,NA,NA
"laminectomy","CPT","62434",NA,NA,NA
"laminectomy","CPT","62435",NA,NA,NA
"laminectomy","CPT","62436",NA,NA,NA
"laminectomy","CPT","62437",NA,NA,NA
"laminectomy","CPT","62438",NA,NA,NA
"laminectomy","CPT","62439",NA,NA,NA
"laminectomy","CPT","62440",NA,NA,NA
"laminectomy","CPT","62441",NA,NA,NA
"laminectomy","CPT","62442",NA,NA,NA
"laminectomy","CPT","62443",NA,NA,NA
"laminectomy","CPT","62444",NA,NA,NA
"laminectomy","CPT","62445",NA,NA,NA
"laminectomy","CPT","62446",NA,NA,NA
"laminectomy","CPT","62447",NA,NA,NA
"laminectomy","CPT","62448",NA,NA,NA
"laminectomy","CPT","62449",NA,NA,NA
"laminectomy","CPT","62450",NA,NA,NA
"laminectomy","CPT","62451",NA,NA,NA
"laminectomy","CPT","62452",NA,NA,NA
"laminectomy","CPT","62453",NA,NA,NA
"laminectomy","CPT","62454",NA,NA,NA
"laminectomy","CPT","62455",NA,NA,NA
"laminectomy","CPT","62456",NA,NA,NA
"laminectomy","CPT","62457",NA,NA,NA
"laminectomy","CPT","62458",NA,NA,NA
"laminectomy","CPT","62459",NA,NA,NA
"laminectomy","CPT","62460",NA,NA,NA
"laminectomy","CPT","62461",NA,NA,NA
"laminectomy","CPT","62462",NA,NA,NA
"laminectomy","CPT","62463",NA,NA,NA
"laminectomy","CPT","62464",NA,NA,NA
"laminectomy","CPT","62465",NA,NA,NA
"laminectomy","CPT","62466",NA,NA,NA
"laminectomy","CPT","62467",NA,NA,NA
"laminectomy","CPT","62468",NA,NA,NA
"laminectomy","CPT","62469",NA,NA,NA
"laminectomy","CPT","62470",NA,NA,NA
"laminectomy","CPT","62471",NA,NA,NA
"laminectomy","CPT","62472",NA,NA,NA
"laminectomy","CPT","62473",NA,NA,NA
"laminectomy","CPT","62474",NA,NA,NA
"laminectomy","CPT","62475",NA,NA,NA
"laminectomy","CPT","62476",NA,NA,NA
"laminectomy","CPT","62477",NA,NA,NA
"laminectomy","CPT","62478",NA,NA,NA
"laminectomy","CPT","62479",NA,NA,NA
"laminectomy","CPT","62480",NA,NA,NA
"laminectomy","CPT","62481",NA,NA,NA
"laminectomy","CPT","62482",NA,NA,NA
"laminectomy","CPT","62483",NA,NA,NA
"laminectomy","CPT","62484",NA,NA,NA
"laminectomy","CPT","62485",NA,NA,NA
"laminectomy","CPT","62486",NA,NA,NA
"laminectomy","CPT","62487",NA,NA,NA
"laminectomy","CPT","62488",NA,NA,NA
"laminectomy","CPT","62489",NA,NA,NA
"laminectomy","CPT","62490",NA,NA,NA
"laminectomy","CPT","62491",NA,NA,NA
"laminectomy","CPT","62492",NA,NA,NA
"laminectomy","CPT","62493",NA,NA,NA
"laminectomy","CPT","62494",NA,NA,NA
"laminectomy","CPT","62495",NA,NA,NA
"laminectomy","CPT","62496",NA,NA,NA
"laminectomy","CPT","62497",NA,NA,NA
"laminectomy","CPT","62498",NA,NA,NA
"laminectomy","CPT","62499",NA,NA,NA
"laminectomy","CPT","62500",NA,NA,NA
"laminectomy","CPT","62501",NA,NA,NA
"laminectomy","CPT","62502",NA,NA,NA
"laminectomy","CPT","62503",NA,NA,NA
"laminectomy","CPT","62504",NA,NA,NA
"laminectomy","CPT","62505",NA,NA,NA
"laminectomy","CPT","62506",NA,NA,NA
"laminectomy","CPT","62507",NA,NA,NA
"laminectomy","CPT","62508",NA,NA,NA
"laminectomy","CPT","62509",NA,NA,NA
"laminectomy","CPT","62510",NA,NA,NA
"laminectomy","CPT","62511",NA,NA,NA
"laminectomy","CPT","62512",NA,NA,NA
"laminectomy","CPT","62513",NA,NA,NA
"laminectomy","CPT","62514",NA,NA,NA
"laminectomy","CPT","62515",NA,NA,NA
"laminectomy","CPT","62516",NA,NA,NA
"laminectomy","CPT","62517",NA,NA,NA
"laminectomy","CPT","62518",NA,NA,NA
"laminectomy","CPT","62519",NA,NA,NA
"laminectomy","CPT","62520",NA,NA,NA
"laminectomy","CPT","62521",NA,NA,NA
"laminectomy","CPT","62522",NA,NA,NA
"laminectomy","CPT","62523",NA,NA,NA
"laminectomy","CPT","62524",NA,NA,NA
"laminectomy","CPT","62525",NA,NA,NA
"laminectomy","CPT","62526",NA,NA,NA
"laminectomy","CPT","62527",NA,NA,NA
"laminectomy","CPT","62528",NA,NA,NA
"laminectomy","CPT","62529",NA,NA,NA
"laminectomy","CPT","62530",NA,NA,NA
"laminectomy","CPT","62531",NA,NA,NA
"laminectomy","CPT","62532",NA,NA,NA
"laminectomy","CPT","62533",NA,NA,NA
"laminectomy","CPT","62534",NA,NA,NA
"laminectomy","CPT","62535",NA,NA,NA
"laminectomy","CPT","62536",NA,NA,NA
"laminectomy","CPT","62537",NA,NA,NA
"laminectomy","CPT","62538",NA,NA,NA
"laminectomy","CPT","62539",NA,NA,NA
"laminectomy","CPT","62540",NA,NA,NA
"laminectomy","CPT","62541",NA,NA,NA
"laminectomy","CPT","62542",NA,NA,NA
"laminectomy","CPT","62543",NA,NA,NA
"laminectomy","CPT","62544",NA,NA,NA
"laminectomy","CPT","62545",NA,NA,NA
"laminectomy","CPT","62546",NA,NA,NA
"laminectomy","CPT","62547",NA,NA,NA
"laminectomy","CPT","62548",NA,NA,NA
"laminectomy","CPT","62549",NA,NA,NA
"laminectomy","CPT","62550",NA,NA,NA
"laminectomy","CPT","62551",NA,NA,NA
"laminectomy","CPT","62552",NA,NA,NA
"laminectomy","CPT","62553",NA,NA,NA
"laminectomy","CPT","62554",NA,NA,NA
"laminectomy","CPT","62555",NA,NA,NA
"laminectomy","CPT","62556",NA,NA,NA
"laminectomy","CPT","62557",NA,NA,NA
"laminectomy","CPT","62558",NA,NA,NA
"laminectomy","CPT","62559",NA,NA,NA
"laminectomy","CPT","62560",NA,NA,NA
"laminectomy","CPT","62561",NA,NA,NA
"laminectomy","CPT","62562",NA,NA,NA
"laminectomy","CPT","62563",NA,NA,NA
"laminectomy","CPT","62564",NA,NA,NA
"laminectomy","CPT","62565",NA,NA,NA
"laminectomy","CPT","62566",NA,NA,NA
"laminectomy","CPT","62567",NA,NA,NA
"laminectomy","CPT","62568",NA,NA,NA
"laminectomy","CPT","62569",NA,NA,NA
"laminectomy","CPT","62570",NA,NA,NA
"laminectomy","CPT","62571",NA,NA,NA
"laminectomy","CPT","62572",NA,NA,NA
"laminectomy","CPT","62573",NA,NA,NA
"laminectomy","CPT","62574",NA,NA,NA
"laminectomy","CPT","62575",NA,NA,NA
"laminectomy","CPT","62576",NA,NA,NA
"laminectomy","CPT","62577",NA,NA,NA
"laminectomy","CPT","62578",NA,NA,NA
"laminectomy","CPT","62579",NA,NA,NA
"laminectomy","CPT","62580",NA,NA,NA
"laminectomy","CPT","62581",NA,NA,NA
"laminectomy","CPT","62582",NA,NA,NA
"laminectomy","CPT","62583",NA,NA,NA
"laminectomy","CPT","62584",NA,NA,NA
"laminectomy","CPT","62585",NA,NA,NA
"laminectomy","CPT","62586",NA,NA,NA
"laminectomy","CPT","62587",NA,NA,NA
"laminectomy","CPT","62588",NA,NA,NA
"laminectomy","CPT","62589",NA,NA,NA
"laminectomy","CPT","62590",NA,NA,NA
"laminectomy","CPT","62591",NA,NA,NA
"laminectomy","CPT","62592",NA,NA,NA
"laminectomy","CPT","62593",NA,NA,NA
"laminectomy","CPT","62594",NA,NA,NA
"laminectomy","CPT","62595",NA,NA,NA
"laminectomy","CPT","62596",NA,NA,NA
"laminectomy","CPT","62597",NA,NA,NA
"laminectomy","CPT","62598",NA,NA,NA
"laminectomy","CPT","62599",NA,NA,NA
"laminectomy","CPT","62600",NA,NA,NA
"laminectomy","CPT","62601",NA,NA,NA
"laminectomy","CPT","62602",NA,NA,NA
"laminectomy","CPT","62603",NA,NA,NA
"laminectomy","CPT","62604",NA,NA,NA
"laminectomy","CPT","62605",NA,NA,NA
"laminectomy","CPT","62606",NA,NA,NA
"laminectomy","CPT","62607",NA,NA,NA
"laminectomy","CPT","62608",NA,NA,NA
"laminectomy","CPT","62609",NA,NA,NA
"laminectomy","CPT","62610",NA,NA,NA
"laminectomy","CPT","62611",NA,NA,NA
"laminectomy","CPT","62612",NA,NA,NA
"laminectomy","CPT","62613",NA,NA,NA
"laminectomy","CPT","62614",NA,NA,NA
"laminectomy","CPT","62615",NA,NA,NA
"laminectomy","CPT","62616",NA,NA,NA
"laminectomy","CPT","62617",NA,NA,NA
"laminectomy","CPT","62618",NA,NA,NA
"laminectomy","CPT","62619",NA,NA,NA
"laminectomy","CPT","62620",NA,NA,NA
"laminectomy","CPT","62621",NA,NA,NA
"laminectomy","CPT","62622",NA,NA,NA
"laminectomy","CPT","62623",NA,NA,NA
"laminectomy","CPT","62624",NA,NA,NA
"laminectomy","CPT","62625",NA,NA,NA
"laminectomy","CPT","62626",NA,NA,NA
"laminectomy","CPT","62627",NA,NA,NA
"laminectomy","CPT","62628",NA,NA,NA
"laminectomy","CPT","62629",NA,NA,NA
"laminectomy","CPT","62630",NA,NA,NA
"laminectomy","CPT","62631",NA,NA,NA
"laminectomy","CPT","62632",NA,NA,NA
"laminectomy","CPT","62633",NA,NA,NA
"laminectomy","CPT","62634",NA,NA,NA
"laminectomy","CPT","62635",NA,NA,NA
"laminectomy","CPT","62636",NA,NA,NA
"laminectomy","CPT","62637",NA,NA,NA
"laminectomy","CPT","62638",NA,NA,NA
"laminectomy","CPT","62639",NA,NA,NA
"laminectomy","CPT","62640",NA,NA,NA
"laminectomy","CPT","62641",NA,NA,NA
"laminectomy","CPT","62642",NA,NA,NA
"laminectomy","CPT","62643",NA,NA,NA
"laminectomy","CPT","62644",NA,NA,NA
"laminectomy","CPT","62645",NA,NA,NA
"laminectomy","CPT","62646",NA,NA,NA
"laminectomy","CPT","62647",NA,NA,NA
"laminectomy","CPT","62648",NA,NA,NA
"laminectomy","CPT","62649",NA,NA,NA
"laminectomy","CPT","62650",NA,NA,NA
"laminectomy","CPT","62651",NA,NA,NA
"laminectomy","CPT","62652",NA,NA,NA
"laminectomy","CPT","62653",NA,NA,NA
"laminectomy","CPT","62654",NA,NA,NA
"laminectomy","CPT","62655",NA,NA,NA
"laminectomy","CPT","62656",NA,NA,NA
"laminectomy","CPT","62657",NA,NA,NA
"laminectomy","CPT","62658",NA,NA,NA
"laminectomy","CPT","62659",NA,NA,NA
"laminectomy","CPT","62660",NA,NA,NA
"laminectomy","CPT","62661",NA,NA,NA
"laminectomy","CPT","62662",NA,NA,NA
"laminectomy","CPT","62663",NA,NA,NA
"laminectomy","CPT","62664",NA,NA,NA
"laminectomy","CPT","62665",NA,NA,NA
"laminectomy","CPT","62666",NA,NA,NA
"laminectomy","CPT","62667",NA,NA,NA
"laminectomy","CPT","62668",NA,NA,NA
"laminectomy","CPT","62669",NA,NA,NA
"laminectomy","CPT","62670",NA,NA,NA
"laminectomy","CPT","62671",NA,NA,NA
"laminectomy","CPT","62672",NA,NA,NA
"laminectomy","CPT","62673",NA,NA,NA
"laminectomy","CPT","62674",NA,NA,NA
"laminectomy","CPT","62675",NA,NA,NA
"laminectomy","CPT","62676",NA,NA,NA
"laminectomy","CPT","62677",NA,NA,NA
"laminectomy","CPT","62678",NA,NA,NA
"laminectomy","CPT","62679",NA,NA,NA
"laminectomy","CPT","62680",NA,NA,NA
"laminectomy","CPT","62681",NA,NA,NA
"laminectomy","CPT","62682",NA,NA,NA
"laminectomy","CPT","62683",NA,NA,NA
"laminectomy","CPT","62684",NA,NA,NA
"laminectomy","CPT","62685",NA,NA,NA
"laminectomy","CPT","62686",NA,NA,NA
"laminectomy","CPT","62687",NA,NA,NA
"laminectomy","CPT","62688",NA,NA,NA
"laminectomy","CPT","62689",NA,NA,NA
"laminectomy","CPT","62690",NA,NA,NA
"laminectomy","CPT","62691",NA,NA,NA
"laminectomy","CPT","62692",NA,NA,NA
"laminectomy","CPT","62693",NA,NA,NA
"laminectomy","CPT","62694",NA,NA,NA
"laminectomy","CPT","62695",NA,NA,NA
"laminectomy","CPT","62696",NA,NA,NA
"laminectomy","CPT","62697",NA,NA,NA
"laminectomy","CPT","62698",NA,NA,NA
"laminectomy","CPT","62699",NA,NA,NA
"laminectomy","CPT","62700",NA,NA,NA
"laminectomy","CPT","62701",NA,NA,NA
"laminectomy","CPT","62702",NA,NA,NA
"laminectomy","CPT","62703",NA,NA,NA
"laminectomy","CPT","62704",NA,NA,NA
"laminectomy","CPT","62705",NA,NA,NA
"laminectomy","CPT","62706",NA,NA,NA
"laminectomy","CPT","62707",NA,NA,NA
"laminectomy","CPT","62708",NA,NA,NA
"laminectomy","CPT","62709",NA,NA,NA
"laminectomy","CPT","62710",NA,NA,NA
"laminectomy","CPT","62711",NA,NA,NA
"laminectomy","CPT","62712",NA,NA,NA
"laminectomy","CPT","62713",NA,NA,NA
"laminectomy","CPT","62714",NA,NA,NA
"laminectomy","CPT","62715",NA,NA,NA
"laminectomy","CPT","62716",NA,NA,NA
"laminectomy","CPT","62717",NA,NA,NA
"laminectomy","CPT","62718",NA,NA,NA
"laminectomy","CPT","62719",NA,NA,NA
"laminectomy","CPT","62720",NA,NA,NA
"laminectomy","CPT","62721",NA,NA,NA
"laminectomy","CPT","62722",NA,NA,NA
"laminectomy","CPT","62723",NA,NA,NA
"laminectomy","CPT","62724",NA,NA,NA
"laminectomy","CPT","62725",NA,NA,NA
"laminectomy","CPT","62726",NA,NA,NA
"laminectomy","CPT","62727",NA,NA,NA
"laminectomy","CPT","62728",NA,NA,NA
"laminectomy","CPT","62729",NA,NA,NA
"laminectomy","CPT","62730",NA,NA,NA
"laminectomy","CPT","62731",NA,NA,NA
"laminectomy","CPT","62732",NA,NA,NA
"laminectomy","CPT","62733",NA,NA,NA
"laminectomy","CPT","62734",NA,NA,NA
"laminectomy","CPT","62735",NA,NA,NA
"laminectomy","CPT","62736",NA,NA,NA
"laminectomy","CPT","62737",NA,NA,NA
"laminectomy","CPT","62738",NA,NA,NA
"laminectomy","CPT","62739",NA,NA,NA
"laminectomy","CPT","62740",NA,NA,NA
"laminectomy","CPT","62741",NA,NA,NA
"laminectomy","CPT","62742",NA,NA,NA
"laminectomy","CPT","62743",NA,NA,NA
"laminectomy","CPT","62744",NA,NA,NA
"laminectomy","CPT","62745",NA,NA,NA
"laminectomy","CPT","62746",NA,NA,NA
"laminectomy","CPT","62747",NA,NA,NA
"laminectomy","CPT","62748",NA,NA,NA
"laminectomy","CPT","62749",NA,NA,NA
"laminectomy","CPT","62750",NA,NA,NA
"laminectomy","CPT","62751",NA,NA,NA
"laminectomy","CPT","62752",NA,NA,NA
"laminectomy","CPT","62753",NA,NA,NA
"laminectomy","CPT","62754",NA,NA,NA
"laminectomy","CPT","62755",NA,NA,NA
"laminectomy","CPT","62756",NA,NA,NA
"laminectomy","CPT","62757",NA,NA,NA
"laminectomy","CPT","62758",NA,NA,NA
"laminectomy","CPT","62759",NA,NA,NA
"laminectomy","CPT","62760",NA,NA,NA
"laminectomy","CPT","62761",NA,NA,NA
"laminectomy","CPT","62762",NA,NA,NA
"laminectomy","CPT","62763",NA,NA,NA
"laminectomy","CPT","62764",NA,NA,NA
"laminectomy","CPT","62765",NA,NA,NA
"laminectomy","CPT","62766",NA,NA,NA
"laminectomy","CPT","62767",NA,NA,NA
"laminectomy","CPT","62768",NA,NA,NA
"laminectomy","CPT","62769",NA,NA,NA
"laminectomy","CPT","62770",NA,NA,NA
"laminectomy","CPT","62771",NA,NA,NA
"laminectomy","CPT","62772",NA,NA,NA
"laminectomy","CPT","62773",NA,NA,NA
"laminectomy","CPT","62774",NA,NA,NA
"laminectomy","CPT","62775",NA,NA,NA
"laminectomy","CPT","62776",NA,NA,NA
"laminectomy","CPT","62777",NA,NA,NA
"laminectomy","CPT","62778",NA,NA,NA
"laminectomy","CPT","62779",NA,NA,NA
"laminectomy","CPT","62780",NA,NA,NA
"laminectomy","CPT","62781",NA,NA,NA
"laminectomy","CPT","62782",NA,NA,NA
"laminectomy","CPT","62783",NA,NA,NA
"laminectomy","CPT","62784",NA,NA,NA
"laminectomy","CPT","62785",NA,NA,NA
"laminectomy","CPT","62786",NA,NA,NA
"laminectomy","CPT","62787",NA,NA,NA
"laminectomy","CPT","62788",NA,NA,NA
"laminectomy","CPT","62789",NA,NA,NA
"laminectomy","CPT","62790",NA,NA,NA
"laminectomy","CPT","62791",NA,NA,NA
"laminectomy","CPT","62792",NA,NA,NA
"laminectomy","CPT","62793",NA,NA,NA
"laminectomy","CPT","62794",NA,NA,NA
"laminectomy","CPT","62795",NA,NA,NA
"laminectomy","CPT","62796",NA,NA,NA
"laminectomy","CPT","62797",NA,NA,NA
"laminectomy","CPT","62798",NA,NA,NA
"laminectomy","CPT","62799",NA,NA,NA
"laminectomy","CPT","62800",NA,NA,NA
"laminectomy","CPT","62801",NA,NA,NA
"laminectomy","CPT","62802",NA,NA,NA
"laminectomy","CPT","62803",NA,NA,NA
"laminectomy","CPT","62804",NA,NA,NA
"laminectomy","CPT","62805",NA,NA,NA
"laminectomy","CPT","62806",NA,NA,NA
"laminectomy","CPT","62807",NA,NA,NA
"laminectomy","CPT","62808",NA,NA,NA
"laminectomy","CPT","62809",NA,NA,NA
"laminectomy","CPT","62810",NA,NA,NA
"laminectomy","CPT","62811",NA,NA,NA
"laminectomy","CPT","62812",NA,NA,NA
"laminectomy","CPT","62813",NA,NA,NA
"laminectomy","CPT","62814",NA,NA,NA
"laminectomy","CPT","62815",NA,NA,NA
"laminectomy","CPT","62816",NA,NA,NA
"laminectomy","CPT","62817",NA,NA,NA
"laminectomy","CPT","62818",NA,NA,NA
"laminectomy","CPT","62819",NA,NA,NA
"laminectomy","CPT","62820",NA,NA,NA
"laminectomy","CPT","62821",NA,NA,NA
"laminectomy","CPT","62822",NA,NA,NA
"laminectomy","CPT","62823",NA,NA,NA
"laminectomy","CPT","62824",NA,NA,NA
"laminectomy","CPT","62825",NA,NA,NA
"laminectomy","CPT","62826",NA,NA,NA
"laminectomy","CPT","62827",NA,NA,NA
"laminectomy","CPT","62828",NA,NA,NA
"laminectomy","CPT","62829",NA,NA,NA
"laminectomy","CPT","62830",NA,NA,NA
"laminectomy","CPT","62831",NA,NA,NA
"laminectomy","CPT","62832",NA,NA,NA
"laminectomy","CPT","62833",NA,NA,NA
"laminectomy","CPT","62834",NA,NA,NA
"laminectomy","CPT","62835",NA,NA,NA
"laminectomy","CPT","62836",NA,NA,NA
"laminectomy","CPT","62837",NA,NA,NA
"laminectomy","CPT","62838",NA,NA,NA
"laminectomy","CPT","62839",NA,NA,NA
"laminectomy","CPT","62840",NA,NA,NA
"laminectomy","CPT","62841",NA,NA,NA
"laminectomy","CPT","62842",NA,NA,NA
"laminectomy","CPT","62843",NA,NA,NA
"laminectomy","CPT","62844",NA,NA,NA
"laminectomy","CPT","62845",NA,NA,NA
"laminectomy","CPT","62846",NA,NA,NA
"laminectomy","CPT","62847",NA,NA,NA
"laminectomy","CPT","62848",NA,NA,NA
"laminectomy","CPT","62849",NA,NA,NA
"laminectomy","CPT","62850",NA,NA,NA
"laminectomy","CPT","62851",NA,NA,NA
"laminectomy","CPT","62852",NA,NA,NA
"laminectomy","CPT","62853",NA,NA,NA
"laminectomy","CPT","62854",NA,NA,NA
"laminectomy","CPT","62855",NA,NA,NA
"laminectomy","CPT","62856",NA,NA,NA
"laminectomy","CPT","62857",NA,NA,NA
"laminectomy","CPT","62858",NA,NA,NA
"laminectomy","CPT","62859",NA,NA,NA
"laminectomy","CPT","62860",NA,NA,NA
"laminectomy","CPT","62861",NA,NA,NA
"laminectomy","CPT","62862",NA,NA,NA
"laminectomy","CPT","62863",NA,NA,NA
"laminectomy","CPT","62864",NA,NA,NA
"laminectomy","CPT","62865",NA,NA,NA
"laminectomy","CPT","62866",NA,NA,NA
"laminectomy","CPT","62867",NA,NA,NA
"laminectomy","CPT","62868",NA,NA,NA
"laminectomy","CPT","62869",NA,NA,NA
"laminectomy","CPT","62870",NA,NA,NA
"laminectomy","CPT","62871",NA,NA,NA
"laminectomy","CPT","62872",NA,NA,NA
"laminectomy","CPT","62873",NA,NA,NA
"laminectomy","CPT","62874",NA,NA,NA
"laminectomy","CPT","62875",NA,NA,NA
"laminectomy","CPT","62876",NA,NA,NA
"laminectomy","CPT","62877",NA,NA,NA
"laminectomy","CPT","62878",NA,NA,NA
"laminectomy","CPT","62879",NA,NA,NA
"laminectomy","CPT","62880",NA,NA,NA
"laminectomy","CPT","62881",NA,NA,NA
"laminectomy","CPT","62882",NA,NA,NA
"laminectomy","CPT","62883",NA,NA,NA
"laminectomy","CPT","62884",NA,NA,NA
"laminectomy","CPT","62885",NA,NA,NA
"laminectomy","CPT","62886",NA,NA,NA
"laminectomy","CPT","62887",NA,NA,NA
"laminectomy","CPT","62888",NA,NA,NA
"laminectomy","CPT","62889",NA,NA,NA
"laminectomy","CPT","62890",NA,NA,NA
"laminectomy","CPT","62891",NA,NA,NA
"laminectomy","CPT","62892",NA,NA,NA
"laminectomy","CPT","62893",NA,NA,NA
"laminectomy","CPT","62894",NA,NA,NA
"laminectomy","CPT","62895",NA,NA,NA
"laminectomy","CPT","62896",NA,NA,NA
"laminectomy","CPT","62897",NA,NA,NA
"laminectomy","CPT","62898",NA,NA,NA
"laminectomy","CPT","62899",NA,NA,NA
"laminectomy","CPT","62900",NA,NA,NA
"laminectomy","CPT","62901",NA,NA,NA
"laminectomy","CPT","62902",NA,NA,NA
"laminectomy","CPT","62903",NA,NA,NA
"laminectomy","CPT","62904",NA,NA,NA
"laminectomy","CPT","62905",NA,NA,NA
"laminectomy","CPT","62906",NA,NA,NA
"laminectomy","CPT","62907",NA,NA,NA
"laminectomy","CPT","62908",NA,NA,NA
"laminectomy","CPT","62909",NA,NA,NA
"laminectomy","CPT","62910",NA,NA,NA
"laminectomy","CPT","62911",NA,NA,NA
"laminectomy","CPT","62912",NA,NA,NA
"laminectomy","CPT","62913",NA,NA,NA
"laminectomy","CPT","62914",NA,NA,NA
"laminectomy","CPT","62915",NA,NA,NA
"laminectomy","CPT","62916",NA,NA,NA
"laminectomy","CPT","62917",NA,NA,NA
"laminectomy","CPT","62918",NA,NA,NA
"laminectomy","CPT","62919",NA,NA,NA
"laminectomy","CPT","62920",NA,NA,NA
"laminectomy","CPT","62921",NA,NA,NA
"laminectomy","CPT","62922",NA,NA,NA
"laminectomy","CPT","62923",NA,NA,NA
"laminectomy","CPT","62924",NA,NA,NA
"laminectomy","CPT","62925",NA,NA,NA
"laminectomy","CPT","62926",NA,NA,NA
"laminectomy","CPT","62927",NA,NA,NA
"laminectomy","CPT","62928",NA,NA,NA
"laminectomy","CPT","62929",NA,NA,NA
"laminectomy","CPT","62930",NA,NA,NA
